,X,text,results
92,,"actively inform doctors and pharmacists of the need of exclusive breastfeeding for the first 6 months of life and its extension as long as possible in case of impossibility of breastfeeding provide doctors and pharmacists with a clear scientific information on ""nestle"" products their composition and advantages based on the who code of marketing of breast milk substitutes the company s policies and procedures and the local legislation of armenia provide a clear evidencebased information about the adverse effects of the improper use of infant formula","[{'skill_id': 'KS1242W68Y5QN3S32W3C', 'score': 1, 'doc_node_value': 'case', 'doc_node_id': [26]}]"
93,,"actively inform doctors and pharmacists of the need of exclusive breastfeeding for the first 6 months of life and its extension as long as possible in case of impossibility of breastfeeding provide doctors and pharmacists with a clear scientific information on ""nestle"" products their composition and advantages based on the who code of marketing of breast milk substitutes the company s policies and procedures and the local legislation of armenia provide a clear evidencebased information about the adverse effects of the improper use of infant formula","[{'skill_id': 'KS125SJ6J3FPRPLTSD7J', 'doc_node_id': [69], 'doc_node_value': 'legislation', 'type': 'lowSurf', 'score': 1.0, 'len': 1}]"
94,,enhance develop and implement financial policies and procedures which affect positively the overall performance of the company lead and direct financial planning budgeting financial reporting auditing compliance and finance operations including accounting inventory fixed assets and accounts payable and receivable analyze and monitor all companys financial statuses and operations interpret discuss issues and make recommendations for profit improvement advise solutions regarding portfolio financial trends risks and opportunities coordinate the proper work of financial department review invoices and other documents submitted to or received from third parties review tax and other kinds of reports required by the laws of ra prepare annual financial reports according to asra prepare reports required by the management perform other tasks assigned by the management,"[{'skill_id': 'KS123YH6YZ1G0PZVVJW1', 'doc_node_value': 'financial planning', 'score': 1, 'doc_node_id': [20, 21]}, {'skill_id': 'KS123ZJ5X02D3GL6CNQT', 'doc_node_value': 'fix asset', 'score': 1, 'doc_node_id': [33, 34]}, {'skill_id': 'KS1203V5WXB7NG26XSR8', 'doc_node_value': 'account payable', 'score': 1, 'doc_node_id': [36, 37]}]"
95,,enhance develop and implement financial policies and procedures which affect positively the overall performance of the company lead and direct financial planning budgeting financial reporting auditing compliance and finance operations including accounting inventory fixed assets and accounts payable and receivable analyze and monitor all companys financial statuses and operations interpret discuss issues and make recommendations for profit improvement advise solutions regarding portfolio financial trends risks and opportunities coordinate the proper work of financial department review invoices and other documents submitted to or received from third parties review tax and other kinds of reports required by the laws of ra prepare annual financial reports according to asra prepare reports required by the management perform other tasks assigned by the management,"[{'skill_id': 'KS120HK5XY6JV257QLTX', 'doc_node_id': [22], 'doc_node_value': 'budgeting', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS124WN5VL9T4800GL4D', 'doc_node_id': [23, 24], 'doc_node_value': 'financial reporting', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS120RN6FDTS9FLCH3T0', 'doc_node_id': [25], 'doc_node_value': 'auditing', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS127D361PF0FTXDZ7C4', 'doc_node_id': [29], 'doc_node_value': 'operations', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS1203W702ND09XHKJR5', 'doc_node_id': [31], 'doc_node_value': 'accounting', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS7G27Y6XMZTKKSN6VCG', 'doc_node_id': [39], 'doc_node_value': 'receivable', 'type': 'lowSurf', 'score': 0.8698983192443848, 'len': 1}, {'skill_id': 'KS127D361PF0FTXDZ7C4', 'doc_node_id': [48], 'doc_node_value': 'operations', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS7G7LT731301PM8PGN8', 'doc_node_id': [58], 'doc_node_value': 'advise', 'type': 'lowSurf', 'score': 0.6926743388175964, 'len': 1}, {'skill_id': 'KS7G2F36GFX1K55V6GK4', 'doc_node_id': [67], 'doc_node_value': 'coordinate', 'type': 'lowSurf', 'score': 0.7177117466926575, 'len': 1}, {'skill_id': 'KS120HL6D6RGFHVWQQ18', 'doc_node_id': [100, 101, 102], 'doc_node_value': 'annual financial reports', 'type': 'oneToken', 'score': 0.6000000000000001, 'len': 3}, {'skill_id': 'KS120HL6D6RGFHVWQQ18', 'doc_node_id': [100, 101, 102], 'doc_node_value': 'annual financial reports', 'type': 'oneToken', 'score': 0.6000000000000001, 'len': 3}, {'skill_id': 'KS123HX6YG0PPBXV3922', 'doc_node_id': [111, 112], 'doc_node_value': 'management perform', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS1218W78FGVPVP2KXPX', 'doc_node_id': [118], 'doc_node_value': 'management', 'type': 'lowSurf', 'score': 1.0, 'len': 1}]"
96,,answer incoming calls and assist customers in their specific inquiries provide a high level of personalized customer service update databases incorporating any changes of status and other data of each customer follow up client calls with clerical duties registration of information and transfer to respective department and or parties perform other duties as assigned,"[{'skill_id': 'KS121Z26S4VJLQ1WXN21', 'doc_node_value': 'customer service', 'score': 1, 'doc_node_id': [16, 17]}]"
97,,answer incoming calls and assist customers in their specific inquiries provide a high level of personalized customer service update databases incorporating any changes of status and other data of each customer follow up client calls with clerical duties registration of information and transfer to respective department and or parties perform other duties as assigned,"[{'skill_id': 'KS123KB741K818T8FXL6', 'doc_node_id': [9], 'doc_node_value': 'inquiries', 'type': 'lowSurf', 'score': 0.6165494918823242, 'len': 1}, {'skill_id': 'KS122M265VBKQ5BFJXYS', 'doc_node_id': [15], 'doc_node_value': 'personalized', 'type': 'lowSurf', 'score': 0.6025846600532532, 'len': 1}, {'skill_id': 'KS7G1YH6989K60428HFJ', 'doc_node_id': [38], 'doc_node_value': 'registration', 'type': 'fullUni', 'score': 1, 'len': 1}]"
98,,produce and maintain clean high quality standard compliant website applications develop codes that are crossbrowser and crossplatform compatible assist with planning and development of rich user interfaces for new webbased applications in accordance to design specifications maintain cutting edge knowledge of current and emerging technologies industry trends and standards modern web browser capabilities and w3c standard compliance and accessibility issues,"[{'skill_id': 'KS440XK6JL5350WWCJVP', 'doc_node_value': 'standard compliant', 'score': 1, 'doc_node_id': [6, 7]}, {'skill_id': 'KS441LY691MT0N689MWR', 'doc_node_value': 'user interface', 'score': 1, 'doc_node_id': [25, 26]}, {'skill_id': 'KS122VL71WF050TPW0V7', 'doc_node_value': 'design specification', 'score': 1, 'doc_node_id': [34, 35]}, {'skill_id': 'KS124V56WHMJ8HW0Q022', 'doc_node_value': 'web browser', 'score': 1, 'doc_node_id': [50, 51]}]"
99,,produce and maintain clean high quality standard compliant website applications develop codes that are crossbrowser and crossplatform compatible assist with planning and development of rich user interfaces for new webbased applications in accordance to design specifications maintain cutting edge knowledge of current and emerging technologies industry trends and standards modern web browser capabilities and w3c standard compliance and accessibility issues,"[{'skill_id': 'KS120L16S3RLJ82VQ08H', 'doc_node_id': [9, 10], 'doc_node_value': 'applications develop', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS1225Z6Q7LCZF5Z6D65', 'doc_node_id': [17], 'doc_node_value': 'compatible', 'type': 'lowSurf', 'score': 1, 'len': 1}, {'skill_id': 'ESEB1D4619E6E83A061D', 'doc_node_id': [20], 'doc_node_value': 'planning', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'ESC1166A9FAE0B23BDCA', 'doc_node_id': [43, 44], 'doc_node_value': 'emerging technologies', 'type': 'lowSurf', 'score': 2, 'len': 2}]"
100,,manage visual presentation customer service administration security and control operating costs develop company policies and procedures with the management team ensure that all associates comply with company policies practices and procedures ensure stores operate within predetermined budgets and reach their sales objectives implement all aldo training programs effectively in order to train and develop personnel establish weekly sales objectives for stores ensure sales budget goals are communicated and sales are maximized responsible for adherence and enforcement of loss prevention and security policies credit policies and procedures i e credit cards check approvals employee purchases return and exchange policies ensure that visual presentation of stores is in compliance with aldo vp standards ensure that all team members practice professional salesmanship within the guidelines of aldo policies and procedures in order to achieve maximum sales and provide the highest level of customer satisfaction communicate stock replenishment needs to brand manager ensure the aldo group philosophy and culture is effectively implemented manage administrative systems and procedures efficiently and in accordance with the company policies conduct regional sales and operations meetings to communicate reinforce company policies and identify upcoming changes communicate company practices to ensure store transfers are properly executed control damages and mixes by ensuring stockrooms are neat and well organized conduct performance appraisals with store managers on a regular basis and occasionally with assistant managers and sales associates ensure that all store personnel are evaluated at the end of every season,"[{'skill_id': 'KS121Z26S4VJLQ1WXN21', 'doc_node_value': 'customer service', 'score': 1, 'doc_node_id': [3, 4]}, {'skill_id': 'KS127CH6FDT0VHWC5C7J', 'doc_node_value': 'operating cost', 'score': 1, 'doc_node_id': [9, 10]}, {'skill_id': 'KS125ZD5XCZ75KJNHXTH', 'doc_node_value': 'loss prevention', 'score': 1, 'doc_node_id': [77, 78]}, {'skill_id': 'KS440F476G8SKQRTH4CY', 'doc_node_value': 'security policy', 'score': 1, 'doc_node_id': [80, 81]}, {'skill_id': 'KSWAMTK5YVKSKI8QL1I1', 'doc_node_value': 'exchange policy', 'score': 1, 'doc_node_id': [96, 97]}, {'skill_id': 'KS122LN6CLX3P61KWSP2', 'doc_node_value': 'customer satisfaction', 'score': 1, 'doc_node_id': [139, 140]}, {'skill_id': 'KS128GW6YH3MPG8GH1P7', 'doc_node_value': 'regional sale', 'score': 1, 'doc_node_id': [172, 173]}, {'skill_id': 'KS123HX69V95SC2NJZYZ', 'doc_node_value': 'performance appraisal', 'score': 1, 'doc_node_id': [209, 210]}, {'skill_id': 'KS123PC6DY2MQV0XP43Q', 'score': 1, 'doc_node_value': 'reach', 'doc_node_id': [38]}]"
101,,manage visual presentation customer service administration security and control operating costs develop company policies and procedures with the management team ensure that all associates comply with company policies practices and procedures ensure stores operate within predetermined budgets and reach their sales objectives implement all aldo training programs effectively in order to train and develop personnel establish weekly sales objectives for stores ensure sales budget goals are communicated and sales are maximized responsible for adherence and enforcement of loss prevention and security policies credit policies and procedures i e credit cards check approvals employee purchases return and exchange policies ensure that visual presentation of stores is in compliance with aldo vp standards ensure that all team members practice professional salesmanship within the guidelines of aldo policies and procedures in order to achieve maximum sales and provide the highest level of customer satisfaction communicate stock replenishment needs to brand manager ensure the aldo group philosophy and culture is effectively implemented manage administrative systems and procedures efficiently and in accordance with the company policies conduct regional sales and operations meetings to communicate reinforce company policies and identify upcoming changes communicate company practices to ensure store transfers are properly executed control damages and mixes by ensuring stockrooms are neat and well organized conduct performance appraisals with store managers on a regular basis and occasionally with assistant managers and sales associates ensure that all store personnel are evaluated at the end of every season,"[{'skill_id': 'KS1218W78FGVPVP2KXPX', 'doc_node_id': [0], 'doc_node_value': 'manage', 'type': 'lowSurf', 'score': 0.6341733336448669, 'len': 1}, {'skill_id': 'KS1282T6STD9RJZ677XL', 'doc_node_id': [1], 'doc_node_value': 'visual', 'type': 'lowSurf', 'score': 0.5618613362312317, 'len': 1}, {'skill_id': 'KS1280B68GD79P4WMVYW', 'doc_node_id': [2], 'doc_node_value': 'presentation', 'type': 'lowSurf', 'score': 0.8267182111740112, 'len': 1}, {'skill_id': 'KS7G6TD5ZFPB365HT8TH', 'doc_node_id': [5, 6], 'doc_node_value': 'administration security', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS122CR670XK38ZRRQ0Z', 'doc_node_id': [8, 9], 'doc_node_value': 'control operating', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS441846Q382NVKJSSC7', 'doc_node_id': [18, 19], 'doc_node_value': 'management team', 'type': 'oneToken', 'score': 0.6, 'len': 2}, {'skill_id': 'KS127D361PF0FTXDZ7C4', 'doc_node_id': [33], 'doc_node_value': 'operate', 'type': 'lowSurf', 'score': 0.5828902125358582, 'len': 1}, {'skill_id': 'KS120HK5XY6JV257QLTX', 'doc_node_id': [36], 'doc_node_value': 'budgets', 'type': 'lowSurf', 'score': 0.6615387797355652, 'len': 1}, {'skill_id': 'KS123X777H5WFNXQ6BPM', 'doc_node_id': [40], 'doc_node_value': 'sales', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS123PG6GZXGQLFDTNFN', 'doc_node_id': [45, 46], 'doc_node_value': 'training programs', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS123X777H5WFNXQ6BPM', 'doc_node_id': [57], 'doc_node_value': 'sales', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS123X777H5WFNXQ6BPM', 'doc_node_id': [62], 'doc_node_value': 'sales', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS120HK5XY6JV257QLTX', 'doc_node_id': [63], 'doc_node_value': 'budget', 'type': 'lowSurf', 'score': 0.5876256227493286, 'len': 1}, {'skill_id': 'KS122556LMQ829GZCCRV', 'doc_node_id': [66], 'doc_node_value': 'communicated', 'type': 'lowSurf', 'score': 0.5066239833831787, 'len': 1}, {'skill_id': 'KS123X777H5WFNXQ6BPM', 'doc_node_id': [68], 'doc_node_value': 'sales', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS123JT5Z1WB0Z4CL0BH', 'doc_node_id': [75], 'doc_node_value': 'enforcement', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS123MP6KPNJF3GFZ5TS', 'doc_node_id': [87], 'doc_node_value': 'e', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'ES7591E51FA982EB8651', 'doc_node_id': [88, 89], 'doc_node_value': 'credit cards', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}, {'skill_id': 'KS1287R64YNBZGR50Y1N', 'doc_node_id': [93], 'doc_node_value': 'purchases', 'type': 'lowSurf', 'score': 0.7393832206726074, 'len': 1}, {'skill_id': 'KS1282T6STD9RJZ677XL', 'doc_node_id': [100], 'doc_node_value': 'visual', 'type': 'lowSurf', 'score': 0.5618613362312317, 'len': 1}, {'skill_id': 'KS1280B68GD79P4WMVYW', 'doc_node_id': [101], 'doc_node_value': 'presentation', 'type': 'lowSurf', 'score': 0.8267182111740112, 'len': 1}, {'skill_id': 'ES254FC6375272479C21', 'doc_node_id': [116, 117], 'doc_node_value': 'practice professional', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}, {'skill_id': 'KS123X777H5WFNXQ6BPM', 'doc_node_id': [132], 'doc_node_value': 'sales', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS122556LMQ829GZCCRV', 'doc_node_id': [141], 'doc_node_value': 'communicate', 'type': 'lowSurf', 'score': 0.6034268140792847, 'len': 1}, {'skill_id': 'KS12160602V51N7SJSX8', 'doc_node_id': [146, 147], 'doc_node_value': 'brand manager', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS1218W78FGVPVP2KXPX', 'doc_node_id': [158], 'doc_node_value': 'manage', 'type': 'lowSurf', 'score': 0.6341733336448669, 'len': 1}, {'skill_id': 'KS122VV71XNN7Y03XJNN', 'doc_node_id': [159, 160], 'doc_node_value': 'administrative systems', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS127D361PF0FTXDZ7C4', 'doc_node_id': [175], 'doc_node_value': 'operations', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS122556LMQ829GZCCRV', 'doc_node_id': [178], 'doc_node_value': 'communicate', 'type': 'lowSurf', 'score': 0.6034268140792847, 'len': 1}, {'skill_id': 'KS128HK5Y1GL1X6R18KC', 'doc_node_id': [179], 'doc_node_value': 'reinforce', 'type': 'lowSurf', 'score': 0.5987330675125122, 'len': 1}, {'skill_id': 'KS122556LMQ829GZCCRV', 'doc_node_id': [186], 'doc_node_value': 'communicate', 'type': 'lowSurf', 'score': 0.6034268140792847, 'len': 1}, {'skill_id': 'KS122N46TMTHHLB5738B', 'doc_node_id': [196, 197], 'doc_node_value': 'control damages', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS1218W78FGVPVP2KXPX', 'doc_node_id': [213], 'doc_node_value': 'managers', 'type': 'lowSurf', 'score': 0.6833938956260681, 'len': 1}, {'skill_id': 'KS1218W78FGVPVP2KXPX', 'doc_node_id': [222], 'doc_node_value': 'managers', 'type': 'lowSurf', 'score': 0.6833938956260681, 'len': 1}, {'skill_id': 'KS121R36B4FJ4H5MM8P6', 'doc_node_id': [224, 225], 'doc_node_value': 'sales associates', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}]"
102,,provide legal opinion and proposals on ra draft laws changes and amendments cooperate with financial system mediator prepare and provide legal opinion on a wide range of agreements provide legal opinion on compliance to the law of drafts of regulations procedures and instructions prepare and provide legal opinion on draft resolutions and orders represent banks interests in relations with state bodies and other organizations as well as prepare relevant documentation provide legal advice to structural and regional subdivisions of the bank prepare and provide legal opinion on responses to applications letters etc perform other tasks as necessary,"[{'skill_id': 'KS123Y56BJ5RWDQLYD5K', 'doc_node_value': 'financial system', 'score': 1, 'doc_node_id': [14, 15]}]"
103,,provide legal opinion and proposals on ra draft laws changes and amendments cooperate with financial system mediator prepare and provide legal opinion on a wide range of agreements provide legal opinion on compliance to the law of drafts of regulations procedures and instructions prepare and provide legal opinion on draft resolutions and orders represent banks interests in relations with state bodies and other organizations as well as prepare relevant documentation provide legal advice to structural and regional subdivisions of the bank prepare and provide legal opinion on responses to applications letters etc perform other tasks as necessary,"[{'skill_id': 'KS1241Q68DTT0G7GMBBR', 'doc_node_id': [7], 'doc_node_value': 'draft', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS122D66ZXYMB2T0HT81', 'doc_node_id': [12], 'doc_node_value': 'cooperate', 'type': 'lowSurf', 'score': 0.647922933101654, 'len': 1}, {'skill_id': 'KS1269W6ZF8J5YJDDVN9', 'doc_node_id': [16], 'doc_node_value': 'mediator', 'type': 'lowSurf', 'score': 0.7297838926315308, 'len': 1}, {'skill_id': 'KS1241Q68DTT0G7GMBBR', 'doc_node_id': [49], 'doc_node_value': 'draft', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS120WT63K4HC6NX7QXV', 'doc_node_id': [54], 'doc_node_value': 'banks', 'type': 'lowSurf', 'score': 0.7314605712890625, 'len': 1}, {'skill_id': 'KS120WT63K4HC6NX7QXV', 'doc_node_id': [80], 'doc_node_value': 'bank', 'type': 'lowSurf', 'score': 0.7769217491149902, 'len': 1}]"
104,,responsible for installation of telecommunications equipment running pulling terminating and splicing of fiber optic cables routers switches etc install terminate test label fiber optic and other cables,[]
105,,responsible for installation of telecommunications equipment running pulling terminating and splicing of fiber optic cables routers switches etc install terminate test label fiber optic and other cables,"[{'skill_id': 'KS1255Y65SXCJWZBC26Y', 'doc_node_id': [2], 'doc_node_value': 'installation', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS120XP636CB5432F5TP', 'doc_node_id': [4], 'doc_node_value': 'telecommunications', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS7G25Z5WTFXF3W053YT', 'doc_node_id': [10], 'doc_node_value': 'splicing', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS123WS5XCBCPDZG2HDG', 'doc_node_id': [12, 14], 'doc_node_value': 'fiber cables', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS7G01971WZBBDYXTDD4', 'doc_node_id': [12, 13], 'doc_node_value': 'fiber optic', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}, {'skill_id': 'KS1255Y65SXCJWZBC26Y', 'doc_node_id': [18], 'doc_node_value': 'install', 'type': 'lowSurf', 'score': 0.7812301516532898, 'len': 1}, {'skill_id': 'KS7G01971WZBBDYXTDD4', 'doc_node_id': [22, 23], 'doc_node_value': 'fiber optic', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}]"
106,,maintain public outreach and external communications meet visiting organization representatives and help them fillout registration documents note inquiries and provide relevant information provide high quality written translations of proposals applications correspondence and other documents from armenian russian languages into english language and vice versa act as an interpreter for the office staff and other cpi officials as and when needed prepare reports programmatic materials success and feedback stories about the impact of humanitarian assistance provided to the recipient organizations coordinate the incoming and outgoing office correspondence maintain proper electronic and paper filing system track the flow of documents schedule and organize appointments meetings and travel arrangements for the country program director visitors and guests maintain the calendar and schedule of activities update and have available contacts of us embassy usaid mission and other usg contractors in armenia warehouses customs offices and freight forwarders provide general administrative support and facilitate the implementation of the project perform other related duties as required,"[{'skill_id': 'ES6FA055263AB5A79CF7', 'doc_node_value': 'russian language', 'score': 1, 'doc_node_id': [36, 37]}, {'skill_id': 'KS123K75YYK8VGH90NCS', 'doc_node_value': 'english language', 'score': 1, 'doc_node_id': [39, 40]}, {'skill_id': 'KS1248G6F1VTMZY56S84', 'doc_node_value': 'general administrative support', 'score': 1, 'doc_node_id': [144, 145, 146]}, {'skill_id': 'ES95B6F9FEB492CE923D', 'score': 1, 'doc_node_value': 'Act', 'doc_node_id': [44]}]"
107,,maintain public outreach and external communications meet visiting organization representatives and help them fillout registration documents note inquiries and provide relevant information provide high quality written translations of proposals applications correspondence and other documents from armenian russian languages into english language and vice versa act as an interpreter for the office staff and other cpi officials as and when needed prepare reports programmatic materials success and feedback stories about the impact of humanitarian assistance provided to the recipient organizations coordinate the incoming and outgoing office correspondence maintain proper electronic and paper filing system track the flow of documents schedule and organize appointments meetings and travel arrangements for the country program director visitors and guests maintain the calendar and schedule of activities update and have available contacts of us embassy usaid mission and other usg contractors in armenia warehouses customs offices and freight forwarders provide general administrative support and facilitate the implementation of the project perform other related duties as required,"[{'skill_id': 'KS122556LMQ829GZCCRV', 'doc_node_id': [5], 'doc_node_value': 'communications', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS7G1YH6989K60428HFJ', 'doc_node_id': [14], 'doc_node_value': 'registration', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS123KB741K818T8FXL6', 'doc_node_id': [17], 'doc_node_value': 'inquiries', 'type': 'lowSurf', 'score': 0.6165494918823242, 'len': 1}, {'skill_id': 'KS441HT671WH1P3LZFBC', 'doc_node_id': [26], 'doc_node_value': 'translations', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'ESD9586DAE537548103C', 'doc_node_id': [35], 'doc_node_value': 'armenian', 'type': 'lowSurf', 'score': 1, 'len': 1}, {'skill_id': 'KS124VN6YGFBMCCQ8WFD', 'doc_node_id': [72], 'doc_node_value': 'humanitarian', 'type': 'lowSurf', 'score': 0.5236522555351257, 'len': 1}, {'skill_id': 'KS7G2F36GFX1K55V6GK4', 'doc_node_id': [79], 'doc_node_value': 'coordinate', 'type': 'lowSurf', 'score': 0.7177117466926575, 'len': 1}, {'skill_id': 'KS123FS6SM7YBY0BS2T7', 'doc_node_id': [88], 'doc_node_value': 'electronic', 'type': 'lowSurf', 'score': 0.63031005859375, 'len': 1}, {'skill_id': 'KS7G6496XXCBTK55654V', 'doc_node_id': [91, 92], 'doc_node_value': 'filing system', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS7G6496XXCBTK55654V', 'doc_node_id': [91, 92], 'doc_node_value': 'filing system', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS441GH5ZMVLNGR71CS9', 'doc_node_id': [92, 93], 'doc_node_value': 'system track', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS680KR72KH02C5GM5TY', 'doc_node_id': [98], 'doc_node_value': 'schedule', 'type': 'lowSurf', 'score': 0.7029056549072266, 'len': 1}, {'skill_id': 'KS680KR72KH02C5GM5TY', 'doc_node_id': [118], 'doc_node_value': 'schedule', 'type': 'lowSurf', 'score': 0.7029056549072266, 'len': 1}, {'skill_id': 'KS124416HQSCT1J2JQVJ', 'doc_node_id': [141, 142], 'doc_node_value': 'freight forwarders', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'ESDFA25A5C1E94B79381', 'doc_node_id': [153, 154], 'doc_node_value': 'project perform', 'type': 'lowSurf', 'score': 2, 'len': 2}]"
108,,establish maintain and coordinate the implementation of accounting and accounting control procedures implement and monitor accounting and related system reports for accuracy and completeness prepare and review budget revenue expense payroll entries invoices and other accounting documents ensure accurate and appropriate recording and analysis of revenues and expenses prepare journal entries maintain and reconcile ledger accounts provide record of assets liabilities and other financial transactions perform accounts payable and payroll related duties maintain receipts and disbursement reports prepare state and tax returns ensure accurate and timely monthly quarterly and year end close work on problems of limited scope and follow standard practices and procedures in analyzing situations or data from which answers can be readily obtained assist the chief financial officer with annual budget and financial forecasts stay informed regarding trends and new developments in accounting practices and related laws,"[{'skill_id': 'KS1203V5WXB7NG26XSR8', 'doc_node_value': 'account payable', 'score': 1, 'doc_node_id': [66, 67]}, {'skill_id': 'KS4417C74STWPWR9TNT1', 'doc_node_value': 'tax return', 'score': 1, 'doc_node_id': [80, 81]}]"
