"jobpostnr","nodeid","word","tag"
51,74,"adherence","O"
51,75,"and","O"
51,76,"enforcement","B-SKILL"
51,77,"of","O"
51,78,"loss","B-SKILL"
51,79,"prevention","I-SKILL"
51,80,"and","O"
51,81,"security","B-SKILL"
51,82,"policies","I-SKILL"
51,83,"credit","O"
51,84,"policies","O"
51,85,"and","O"
51,86,"procedures","O"
51,87,"i","O"
51,88,"e","B-SKILL"
51,89,"credit","I-SKILL"
51,90,"cards","I-SKILL"
51,91,"check","O"
51,92,"approvals","O"
51,93,"employee","O"
51,94,"purchases","B-SKILL"
51,95,"return","O"
51,96,"and","O"
51,97,"exchange","B-SKILL"
51,98,"policies","I-SKILL"
51,99,"ensure","O"
51,100,"that","O"
51,101,"visual","B-SKILL"
51,102,"presentation","I-SKILL"
51,103,"of","O"
51,104,"stores","O"
51,105,"is","O"
51,106,"in","O"
51,107,"compliance","O"
51,108,"with","O"
51,109,"aldo","O"
51,110,"vp","O"
51,111,"standards","O"
51,112,"ensure","O"
51,113,"that","O"
51,114,"all","O"
51,115,"team","O"
51,116,"members","O"
51,117,"practice","B-SKILL"
51,118,"professional","I-SKILL"
51,119,"salesmanship","O"
51,120,"within","O"
51,121,"the","O"
51,122,"guidelines","O"
51,123,"of","O"
51,124,"aldo","O"
51,125,"policies","O"
51,126,"and","O"
51,127,"procedures","O"
51,128,"in","O"
51,129,"order","O"
51,130,"to","O"
51,131,"achieve","O"
51,132,"maximum","O"
51,133,"sales","B-SKILL"
51,134,"and","O"
51,135,"provide","O"
51,136,"the","O"
51,137,"highest","O"
51,138,"level","O"
51,139,"of","O"
51,140,"customer","B-SKILL"
51,141,"satisfaction","I-SKILL"
51,142,"communicate","I-SKILL"
51,143,"stock","O"
51,144,"replenishment","O"
51,145,"needs","O"
51,146,"to","O"
51,147,"brand","B-SKILL"
51,148,"manager","I-SKILL"
51,149,"ensure","O"
51,150,"the","O"
51,151,"aldo","O"
51,152,"group","O"
51,153,"philosophy","O"
51,154,"and","O"
51,155,"culture","O"
51,156,"is","O"
51,157,"effectively","O"
51,158,"implemented","O"
51,159,"manage","B-SKILL"
51,160,"administrative","I-SKILL"
51,161,"systems","I-SKILL"
51,162,"and","O"
51,163,"procedures","O"
51,164,"efficiently","O"
51,165,"and","O"
51,166,"in","O"
51,167,"accordance","O"
51,168,"with","O"
51,169,"the","O"
51,170,"company","O"
51,171,"policies","O"
51,172,"conduct","O"
51,173,"regional","B-SKILL"
51,174,"sales","I-SKILL"
51,175,"and","O"
51,176,"operations","B-SKILL"
51,177,"meetings","O"
51,178,"to","O"
51,179,"communicate","B-SKILL"
51,180,"reinforce","I-SKILL"
51,181,"company","O"
51,182,"policies","O"
51,183,"and","O"
51,184,"identify","O"
51,185,"upcoming","O"
51,186,"changes","O"
51,187,"communicate","B-SKILL"
51,188,"company","O"
51,189,"practices","O"
51,190,"to","O"
51,191,"ensure","O"
51,192,"store","O"
51,193,"transfers","O"
51,194,"are","O"
51,195,"properly","O"
51,196,"executed","O"
51,197,"control","B-SKILL"
51,198,"damages","I-SKILL"
51,199,"and","O"
51,200,"mixes","O"
51,201,"by","O"
51,202,"ensuring","O"
51,203,"stockrooms","O"
51,204,"are","O"
51,205,"neat","O"
51,206,"and","O"
51,207,"well","O"
51,208,"organized","O"
51,209,"conduct","O"
51,210,"performance","B-SKILL"
51,211,"appraisals","I-SKILL"
51,212,"with","O"
51,213,"store","O"
51,214,"managers","B-SKILL"
51,215,"on","O"
51,216,"a","O"
51,217,"regular","O"
51,218,"basis","O"
51,219,"and","O"
51,220,"occasionally","O"
51,221,"with","O"
51,222,"assistant","O"
51,223,"managers","B-SKILL"
51,224,"and","O"
51,225,"sales","B-SKILL"
51,226,"associates","I-SKILL"
51,227,"ensure","O"
51,228,"that","O"
51,229,"all","O"
51,230,"store","O"
51,231,"personnel","O"
51,232,"are","O"
51,233,"evaluated","O"
51,234,"at","O"
51,235,"the","O"
51,236,"end","O"
51,237,"of","O"
51,238,"every","O"
51,239,"season","O"
52,1,"provide","O"
52,2,"legal","O"
52,3,"opinion","O"
52,4,"and","O"
52,5,"proposals","O"
52,6,"on","O"
52,7,"ra","O"
52,8,"draft","B-SKILL"
52,9,"laws","O"
52,10,"changes","O"
52,11,"and","O"
52,12,"amendments","O"
52,13,"cooperate","B-SKILL"
52,14,"with","O"
52,15,"financial","B-SKILL"
52,16,"system","I-SKILL"
52,17,"mediator","I-SKILL"
52,18,"prepare","O"
52,19,"and","O"
52,20,"provide","O"
52,21,"legal","O"
52,22,"opinion","O"
52,23,"on","O"
52,24,"a","O"
52,25,"wide","O"
52,26,"range","O"
52,27,"of","O"
52,28,"agreements","O"
52,29,"provide","O"
52,30,"legal","O"
52,31,"opinion","O"
52,32,"on","O"
52,33,"compliance","O"
52,34,"to","O"
52,35,"the","O"
52,36,"law","O"
52,37,"of","O"
52,38,"drafts","O"
52,39,"of","O"
52,40,"regulations","O"
52,41,"procedures","O"
52,42,"and","O"
52,43,"instructions","O"
52,44,"prepare","O"
52,45,"and","O"
52,46,"provide","O"
52,47,"legal","O"
52,48,"opinion","O"
52,49,"on","O"
52,50,"draft","B-SKILL"
52,51,"resolutions","O"
52,52,"and","O"
52,53,"orders","O"
52,54,"represent","O"
52,55,"banks","B-SKILL"
52,56,"interests","O"
52,57,"in","O"
52,58,"relations","O"
52,59,"with","O"
52,60,"state","O"
52,61,"bodies","O"
52,62,"and","O"
52,63,"other","O"
52,64,"organizations","O"
52,65,"as","O"
52,66,"well","O"
52,67,"as","O"
52,68,"prepare","O"
52,69,"relevant","O"
52,70,"documentation","O"
52,71,"provide","O"
52,72,"legal","O"
52,73,"advice","O"
52,74,"to","O"
52,75,"structural","O"
52,76,"and","O"
52,77,"regional","O"
52,78,"subdivisions","O"
52,79,"of","O"
52,80,"the","O"
52,81,"bank","B-SKILL"
52,82,"prepare","O"
52,83,"and","O"
52,84,"provide","O"
52,85,"legal","O"
52,86,"opinion","O"
52,87,"on","O"
52,88,"responses","O"
52,89,"to","O"
52,90,"applications","O"
52,91,"letters","O"
52,92,"etc","O"
52,93,"perform","O"
52,94,"other","O"
52,95,"tasks","O"
52,96,"as","O"
52,97,"necessary","O"
53,1,"responsible","B-SKILL"
53,2,"for","O"
53,3,"installation","B-SKILL"
53,4,"of","O"
53,5,"telecommunications","B-SKILL"
53,6,"equipment","O"
53,7,"running","O"
53,8,"pulling","O"
53,9,"terminating","O"
53,10,"and","O"
53,11,"splicing","B-SKILL"
53,12,"of","O"
53,13,"fiber","B-SKILL"
53,14,"optic","I-SKILL"
53,15,"cables","I-SKILL"
53,16,"routers","O"
53,17,"switches","O"
53,18,"etc","O"
53,19,"install","B-SKILL"
53,20,"terminate","O"
53,21,"test","O"
53,22,"label","O"
53,23,"fiber","B-SKILL"
53,24,"optic","I-SKILL"
53,25,"and","O"
53,26,"other","O"
53,27,"cables","O"
54,1,"maintain","O"
54,2,"public","O"
54,3,"outreach","O"
54,4,"and","O"
54,5,"external","O"
54,6,"communications","B-SKILL"
54,7,"meet","O"
54,8,"visiting","O"
54,9,"organization","O"
54,10,"representatives","O"
54,11,"and","O"
54,12,"help","O"
54,13,"them","O"
54,14,"fillout","O"
54,15,"registration","B-SKILL"
54,16,"documents","O"
54,17,"note","O"
54,18,"inquiries","B-SKILL"
54,19,"and","O"
54,20,"provide","O"
54,21,"relevant","O"
54,22,"information","O"
54,23,"provide","O"
54,24,"high","O"
54,25,"quality","O"
54,26,"written","O"
54,27,"translations","B-SKILL"
54,28,"of","O"
54,29,"proposals","O"
54,30,"applications","O"
54,31,"correspondence","O"
54,32,"and","O"
54,33,"other","O"
54,34,"documents","O"
54,35,"from","O"
54,36,"armenian","B-SKILL"
54,37,"russian","I-SKILL"
54,38,"languages","I-SKILL"
54,39,"into","O"
54,40,"english","B-SKILL"
54,41,"language","I-SKILL"
54,42,"and","O"
54,43,"vice","O"
54,44,"versa","O"
54,45,"act","B-SKILL"
54,46,"as","O"
54,47,"an","O"
54,48,"interpreter","O"
54,49,"for","O"
54,50,"the","O"
54,51,"office","O"
54,52,"staff","O"
54,53,"and","O"
54,54,"other","O"
54,55,"cpi","O"
54,56,"officials","O"
54,57,"as","O"
54,58,"and","O"
54,59,"when","O"
54,60,"needed","O"
54,61,"prepare","O"
54,62,"reports","O"
54,63,"programmatic","O"
54,64,"materials","O"
54,65,"success","O"
54,66,"and","O"
54,67,"feedback","O"
54,68,"stories","O"
54,69,"about","O"
54,70,"the","O"
54,71,"impact","O"
54,72,"of","O"
54,73,"humanitarian","B-SKILL"
54,74,"assistance","O"
54,75,"provided","O"
54,76,"to","O"
54,77,"the","O"
54,78,"recipient","O"
54,79,"organizations","O"
54,80,"coordinate","B-SKILL"
54,81,"the","O"
54,82,"incoming","O"
54,83,"and","O"
54,84,"outgoing","O"
54,85,"office","O"
54,86,"correspondence","O"
54,87,"maintain","O"
54,88,"proper","O"
54,89,"electronic","B-SKILL"
54,90,"and","O"
54,91,"paper","O"
54,92,"filing","B-SKILL"
54,93,"system","I-SKILL"
54,94,"track","I-SKILL"
54,95,"the","O"
54,96,"flow","O"
54,97,"of","O"
54,98,"documents","O"
54,99,"schedule","B-SKILL"
54,100,"and","O"
54,101,"organize","O"
54,102,"appointments","O"
54,103,"meetings","O"
54,104,"and","O"
54,105,"travel","O"
54,106,"arrangements","O"
54,107,"for","O"
54,108,"the","O"
54,109,"country","O"
54,110,"program","O"
54,111,"director","O"
54,112,"visitors","O"
54,113,"and","O"
54,114,"guests","O"
54,115,"maintain","O"
54,116,"the","O"
54,117,"calendar","O"
54,118,"and","O"
54,119,"schedule","B-SKILL"
54,120,"of","O"
54,121,"activities","O"
54,122,"update","O"
54,123,"and","O"
54,124,"have","O"
54,125,"available","O"
54,126,"contacts","O"
54,127,"of","O"
54,128,"us","O"
54,129,"embassy","O"
54,130,"usaid","O"
54,131,"mission","O"
54,132,"and","O"
54,133,"other","O"
54,134,"usg","O"
54,135,"contractors","O"
54,136,"in","O"
54,137,"armenia","O"
54,138,"warehouses","O"
54,139,"customs","O"
54,140,"offices","O"
54,141,"and","O"
54,142,"freight","B-SKILL"
54,143,"forwarders","I-SKILL"
54,144,"provide","O"
54,145,"general","B-SKILL"
54,146,"administrative","I-SKILL"
54,147,"support","I-SKILL"
54,148,"and","O"
54,149,"facilitate","O"
54,150,"the","O"
54,151,"implementation","O"
54,152,"of","O"
54,153,"the","O"
54,154,"project","B-SKILL"
54,155,"perform","I-SKILL"
54,156,"other","O"
54,157,"related","O"
54,158,"duties","O"
54,159,"as","O"
54,160,"required","O"
55,1,"establish","O"
55,2,"maintain","O"
55,3,"and","O"
55,4,"coordinate","B-SKILL"
55,5,"the","O"
55,6,"implementation","O"
55,7,"of","O"
55,8,"accounting","B-SKILL"
55,9,"and","O"
55,10,"accounting","B-SKILL"
55,11,"control","O"
55,12,"procedures","O"
55,13,"implement","O"
55,14,"and","O"
55,15,"monitor","O"
55,16,"accounting","B-SKILL"
55,17,"and","O"
55,18,"related","O"
55,19,"system","O"
55,20,"reports","O"
55,21,"for","O"
55,22,"accuracy","O"
55,23,"and","O"
55,24,"completeness","O"
55,25,"prepare","O"
55,26,"and","O"
55,27,"review","O"
55,28,"budget","B-SKILL"
55,29,"revenue","O"
55,30,"expense","O"
55,31,"payroll","O"
55,32,"entries","O"
55,33,"invoices","O"
55,34,"and","O"
55,35,"other","O"
55,36,"accounting","B-SKILL"
55,37,"documents","O"
55,38,"ensure","O"
55,39,"accurate","O"
55,40,"and","O"
55,41,"appropriate","O"
55,42,"recording","O"
55,43,"and","O"
55,44,"analysis","O"
55,45,"of","O"
55,46,"revenues","O"
55,47,"and","O"
55,48,"expenses","O"
55,49,"prepare","O"
55,50,"journal","B-SKILL"
55,51,"entries","O"
55,52,"maintain","O"
55,53,"and","O"
55,54,"reconcile","O"
55,55,"ledger","O"
55,56,"accounts","B-SKILL"
55,57,"provide","O"
55,58,"record","O"
55,59,"of","O"
55,60,"assets","B-SKILL"
55,61,"liabilities","I-SKILL"
55,62,"and","O"
55,63,"other","O"
55,64,"financial","B-SKILL"
55,65,"transactions","I-SKILL"
55,66,"perform","O"
55,67,"accounts","B-SKILL"
55,68,"payable","I-SKILL"
55,69,"and","O"
55,70,"payroll","O"
55,71,"related","O"
55,72,"duties","O"
55,73,"maintain","O"
55,74,"receipts","O"
55,75,"and","O"
55,76,"disbursement","O"
55,77,"reports","O"
55,78,"prepare","O"
55,79,"state","O"
55,80,"and","O"
55,81,"tax","B-SKILL"
55,82,"returns","I-SKILL"
55,83,"ensure","O"
55,84,"accurate","O"
55,85,"and","O"
55,86,"timely","O"
55,87,"monthly","O"
55,88,"quarterly","O"
55,89,"and","O"
55,90,"year","O"
55,91,"end","O"
55,92,"close","B-SKILL"
55,93,"work","I-SKILL"
55,94,"on","O"
55,95,"problems","O"
55,96,"of","O"
55,97,"limited","O"
55,98,"scope","O"
55,99,"and","O"
55,100,"follow","O"
55,101,"standard","B-SKILL"
55,102,"practices","I-SKILL"
55,103,"and","O"
55,104,"procedures","O"
55,105,"in","O"
55,106,"analyzing","O"
55,107,"situations","O"
55,108,"or","O"
55,109,"data","O"
55,110,"from","O"
55,111,"which","O"
55,112,"answers","O"
55,113,"can","O"
55,114,"be","O"
55,115,"readily","O"
55,116,"obtained","O"
55,117,"assist","O"
55,118,"the","O"
55,119,"chief","O"
55,120,"financial","O"
55,121,"officer","O"
55,122,"with","O"
55,123,"annual","O"
55,124,"budget","B-SKILL"
55,125,"and","O"
55,126,"financial","B-SKILL"
55,127,"forecasts","I-SKILL"
55,128,"stay","O"
55,129,"informed","O"
55,130,"regarding","O"
55,131,"trends","O"
55,132,"and","O"
55,133,"new","B-SKILL"
55,134,"developments","I-SKILL"
55,135,"in","O"
55,136,"accounting","B-SKILL"
55,137,"practices","I-SKILL"
55,138,"and","O"
55,139,"related","O"
55,140,"laws","O"
56,1,"isp","O"
56,2,"network","O"
56,3,"organization","O"
56,4,"current","O"
56,5,"management","B-SKILL"
56,6,"network","I-SKILL"
56,7,"development","I-SKILL"
56,8,"and","O"
56,9,"establishment","O"
56,10,"of","O"
56,11,"new","O"
56,12,"services","B-SKILL"
56,13,"technical","I-SKILL"
56,14,"support","I-SKILL"
56,15,"for","O"
56,16,"the","O"
56,17,"customers","O"
56,18,"other","O"
56,19,"technical","O"
56,20,"issues","O"
57,1,"create","O"
57,2,"manage","B-SKILL"
57,3,"and","O"
57,4,"update","O"
57,5,"project","O"
57,6,"related","O"
57,7,"documentation","O"
57,8,"participate","O"
57,9,"in","O"
57,10,"all","O"
57,11,"stages","O"
57,12,"of","O"
57,13,"the","O"
57,14,"software","B-SKILL"
57,15,"development","I-SKILL"
57,16,"lifecycle","O"
57,17,"schedule","B-SKILL"
57,18,"conduct","O"
57,19,"and","O"
57,20,"document","B-SKILL"
57,21,"project","I-SKILL"
57,22,"review","O"
57,23,"meetings","O"
57,24,"meet","O"
57,25,"established","O"
57,26,"project","O"
57,27,"deadlines","O"
57,28,"manage","B-SKILL"
57,29,"project","I-SKILL"
57,30,"on","O"
57,31,"a","O"
57,32,"daytoday","O"
57,33,"basis","O"
57,34,"keep","O"
57,35,"project","O"
57,36,"on","O"
57,37,"track","B-SKILL"
57,38,"ensure","O"
57,39,"team","O"
57,40,"awareness","O"
57,41,"on","O"
57,42,"the","O"
57,43,"project","O"
57,44,"goals","O"
57,45,"and","O"
57,46,"needs","O"
57,47,"contribute","O"
57,48,"to","O"
57,49,"improvement","O"
57,50,"of","O"
57,51,"development","B-SKILL"
57,52,"processes","I-SKILL"
57,53,"communicate","I-SKILL"
57,54,"effectively","O"
57,55,"with","O"
57,56,"the","O"
57,57,"external","B-SKILL"
57,58,"project","I-SKILL"
57,59,"managers","I-SKILL"
57,60,"and","O"
57,61,"local","B-SKILL"
57,62,"management","I-SKILL"
58,1,"expand","O"
58,2,"existing","O"
58,3,"relationships","O"
58,4,"by","O"
58,5,"proactively","O"
58,6,"researching","B-SKILL"
58,7,"customer","O"
58,8,"needs","O"
58,9,"and","O"
58,10,"matching","O"
58,11,"the","O"
58,12,"companys","O"
58,13,"products","O"
58,14,"and","O"
58,15,"services","O"
58,16,"to","O"
58,17,"those","O"
58,18,"needs","O"
58,19,"interview","O"
58,20,"applicants","O"
58,21,"gather","O"
58,22,"analyze","O"
58,23,"and","O"
58,24,"reconcile","O"
58,25,"complete","O"
58,26,"accurate","O"
58,27,"credit","O"
58,28,"and","O"
58,29,"financial","B-SKILL"
58,30,"data","I-SKILL"
58,31,"under","O"
58,32,"the","O"
58,33,"guidelines","O"
58,34,"of","O"
58,35,"differential","B-SKILL"
58,36,"analysis","O"
58,37,"determine","O"
58,38,"credit","B-SKILL"
58,39,"risk","I-SKILL"
58,40,"and","O"
58,41,"make","O"
58,42,"timely","O"
58,43,"and","O"
58,44,"accurate","O"
58,45,"decisions","O"
58,46,"establish","O"
58,47,"and","O"
58,48,"renegotiate","O"
58,49,"credit","O"
58,50,"terms","O"
58,51,"when","O"
58,52,"necessary","O"
58,53,"inspect","O"
58,54,"collateral","O"
58,55,"as","O"
58,56,"needed","O"
58,57,"or","O"
58,58,"applicable","O"
58,59,"communicate","B-SKILL"
58,60,"credit","O"
58,61,"decision","O"
58,62,"to","O"
58,63,"loan","B-SKILL"
58,64,"applicants","I-SKILL"
58,65,"service","I-SKILL"
58,66,"loans","I-SKILL"
58,67,"in","O"
58,68,"portfolio","O"
58,69,"to","O"
58,70,"retain","O"
58,71,"high","O"
58,72,"loan","B-SKILL"
58,73,"level","O"
58,74,"quality","O"
58,75,"review","O"
58,76,"progress","O"
58,77,"of","O"
58,78,"loans","B-SKILL"
58,79,"on","O"
58,80,"a","O"
58,81,"periodic","O"
58,82,"basis","O"
58,83,"be","O"
58,84,"in","O"
58,85,"permanent","O"
58,86,"contact","O"
58,87,"with","O"
58,88,"customers","O"
58,89,"to","O"
58,90,"evaluate","O"
58,91,"management","B-SKILL"
58,92,"inspect","O"
58,93,"collateral","O"
58,94,"and","O"
58,95,"detect","O"
58,96,"signs","O"
58,97,"of","O"
58,98,"potential","O"
58,99,"financial","O"
58,100,"problems","O"
58,101,"monitor","O"
58,102,"delinquent","O"
58,103,"reports","O"
58,104,"and","O"
58,105,"counsels","O"
58,106,"with","O"
58,107,"customers","O"
58,108,"to","O"
58,109,"bring","O"
58,110,"accounts","B-SKILL"
58,111,"current","O"
58,112,"provide","O"
58,113,"guidance","O"
58,114,"to","O"
58,115,"customers","O"
58,116,"seeking","O"
58,117,"solutions","O"
58,118,"to","O"
58,119,"financial","O"
58,120,"problems","O"
58,121,"provide","O"
58,122,"information","O"
58,123,"to","O"
58,124,"existing","O"
58,125,"and","O"
58,126,"potential","O"
58,127,"borrowers","O"
58,128,"as","O"
58,129,"to","O"
58,130,"available","O"
58,131,"financially","O"
58,132,"related","O"
58,133,"services","O"
58,134,"and","O"
58,135,"properly","O"
58,136,"handle","O"
58,137,"financial","B-SKILL"
58,138,"service","I-SKILL"
58,139,"accounts","I-SKILL"
59,1,"handle","I-SKILL"
59,2,"cash","I-SKILL"
59,3,"operations","I-SKILL"
59,4,"including","O"
59,5,"cash","O"
59,6,"withdrawal","O"
59,7,"cash","O"
59,8,"payments","O"
59,9,"and","O"
59,10,"office","O"
59,11,"petty","B-SKILL"
59,12,"cash","I-SKILL"
59,13,"check","O"
59,14,"staff","O"
59,15,"timesheets","O"
59,16,"and","O"
59,17,"verify","O"
59,18,"information","O"
59,19,"for","O"
59,20,"monthly","O"
59,21,"payrolls","O"
59,22,"maintain","O"
59,23,"invoices","O"
59,24,"and","O"
59,25,"other","O"
59,26,"financial","O"
59,27,"documentation","O"
59,28,"related","O"
59,29,"to","O"
59,30,"administrative","O"
59,31,"functions","O"
59,32,"of","O"
59,33,"the","O"
59,34,"project","O"
59,35,"accountingbookkeeping","O"
59,36,"using","O"
59,37,"quickbooks","B-SKILL"
59,38,"accounting","I-SKILL"
59,39,"software","I-SKILL"
59,40,"accounts","I-SKILL"
59,41,"payable","I-SKILL"
59,42,"generate","O"
59,43,"expense","B-SKILL"
59,44,"reports","I-SKILL"
59,45,"and","O"
59,46,"prepare","O"
59,47,"vendor","O"
59,48,"invoices","O"
59,49,"accounts","B-SKILL"
59,50,"receivable","I-SKILL"
59,51,"process","I-SKILL"
59,52,"payroll","I-SKILL"
59,53,"codingentering","O"
59,54,"timesheets","O"
59,55,"transmitting","O"
59,56,"reconciliation","B-SKILL"
59,57,"benefits","O"
59,58,"maintain","O"
59,59,"petty","B-SKILL"
59,60,"cash","I-SKILL"
59,61,"and","O"
59,62,"making","O"
59,63,"deposits","O"
59,64,"provide","O"
59,65,"daily","O"
59,66,"cash","O"
59,67,"activity","B-SKILL"
59,68,"reports","I-SKILL"
59,69,"request","O"
59,70,"for","O"
59,71,"wire","B-SKILL"
59,72,"transfers","I-SKILL"
59,73,"from","O"
59,74,"headquarters","O"
59,75,"in","O"
59,76,"the","O"
59,77,"us","O"
59,78,"understand","O"
59,79,"the","O"
59,80,"general","B-SKILL"
59,81,"ledger","I-SKILL"
60,1,"develop","I-SKILL"
60,2,"and","O"
60,3,"follow","O"
60,4,"up","O"
60,5,"companys","O"
60,6,"pr","O"
60,7,"planning","B-SKILL"
60,8,"organize","O"
60,9,"pr","O"
60,10,"and","O"
60,11,"promotion","O"
60,12,"campaigns","O"
60,13,"assist","O"
60,14,"in","O"
60,15,"administrative","O"
60,16,"issues","O"
60,17,"with","O"
60,18,"the","O"
60,19,"preparation","O"
60,20,"of","O"
60,21,"printed","O"
60,22,"and","O"
60,23,"other","O"
60,24,"visual","B-SKILL"
60,25,"materials","O"
60,26,"in","O"
60,27,"the","O"
60,28,"frames","O"
60,29,"of","O"
60,30,"the","O"
60,31,"companys","O"
60,32,"promotional","O"
60,33,"activities","O"
60,34,"handle","O"
60,35,"with","O"
60,36,"editing","B-SKILL"
60,37,"and","O"
60,38,"translation","B-SKILL"
60,39,"of","O"
60,40,"the","O"
60,41,"texts","O"
60,42,"necessary","O"
60,43,"for","O"
60,44,"various","O"
60,45,"pr","O"
60,46,"and","O"
60,47,"promotion","O"
60,48,"campaigns","O"
60,49,"website","O"
60,50,"and","O"
60,51,"other","O"
60,52,"pages","O"
60,53,"printed","O"
60,54,"materials","O"
60,55,"of","O"
60,56,"the","O"
60,57,"company","O"
60,58,"follow","O"
60,59,"up","O"
60,60,"with","O"
60,61,"the","O"
60,62,"changes","O"
60,63,"and","O"
60,64,"updates","O"
60,65,"in","O"
60,66,"the","O"
60,67,"official","O"
60,68,"web","O"
60,69,"site","O"
60,70,"prepare","O"
60,71,"necessary","O"
60,72,"translations","B-SKILL"
60,73,"edit","I-SKILL"
60,74,"if","O"
60,75,"necessary","O"
60,76,"update","O"
60,77,"information","O"
60,78,"and","O"
60,79,"conduct","O"
60,80,"constant","O"
60,81,"dissemination","B-SKILL"
60,82,"activities","O"
60,83,"related","O"
60,84,"to","O"
60,85,"the","O"
60,86,"blogs","B-SKILL"
60,87,"and","O"
60,88,"other","O"
60,89,"electronic","B-SKILL"
60,90,"promotional","O"
60,91,"materials","O"
60,92,"perform","O"
60,93,"additional","O"
60,94,"duties","O"
60,95,"and","O"
60,96,"responsibilities","O"
60,97,"assigned","O"
60,98,"by","O"
60,99,"the","O"
60,100,"management","B-SKILL"
61,1,"develop","I-SKILL"
61,2,"sales","I-SKILL"
61,3,"action","O"
61,4,"plans","B-SKILL"
61,5,"to","O"
61,6,"ensure","O"
61,7,"sales","B-SKILL"
61,8,"and","O"
61,9,"profitability","O"
61,10,"targets","B-SKILL"
61,11,"are","O"
61,12,"achieved","O"
61,13,"initiate","O"
61,14,"plan","B-SKILL"
61,15,"and","O"
61,16,"promote","O"
61,17,"special","O"
61,18,"equipment","O"
61,19,"sales","B-SKILL"
61,20,"events","O"
61,21,"and","O"
61,22,"contribute","O"
61,23,"to","O"
61,24,"the","O"
61,25,"dealerships","O"
61,26,"annual","O"
61,27,"marketing","B-SKILL"
61,28,"plan","I-SKILL"
61,29,"monitor","O"
61,30,"customer","O"
61,31,"activity","O"
61,32,"and","O"
61,33,"amend","O"
61,34,"discount","O"
61,35,"if","O"
61,36,"necessary","O"
61,37,"maintain","O"
61,38,"stock","B-SKILL"
61,39,"levels","I-SKILL"
61,40,"purchase","I-SKILL"
61,41,"and","O"
61,42,"adjust","O"
61,43,"stock","B-SKILL"
61,44,"levels","I-SKILL"
61,45,"within","O"
61,46,"agreed","O"
61,47,"budget","B-SKILL"
61,48,"maximise","O"
61,49,"customer","B-SKILL"
61,50,"satisfaction","I-SKILL"
61,51,"at","O"
61,52,"all","O"
61,53,"times","O"
61,54,"and","O"
61,55,"ensure","O"
61,56,"absolute","O"
61,57,"clarity","O"
61,58,"in","O"
61,59,"all","O"
61,60,"customer","O"
61,61,"transactions","O"
61,62,"implement","O"
61,63,"a","O"
61,64,"performance","B-SKILL"
61,65,"management","I-SKILL"
61,66,"system","I-SKILL"
61,67,"and","O"
61,68,"train","O"
61,69,"and","O"
61,70,"develop","B-SKILL"
61,71,"sale","I-SKILL"
61,72,"s","O"
61,73,"team","O"
61,74,"to","O"
61,75,"support","O"
61,76,"improvements","O"
61,77,"in","O"
61,78,"job","O"
61,79,"performance","O"
61,80,"develop","O"
61,81,"and","O"
61,82,"maintain","O"
61,83,"effective","O"
61,84,"communication","B-SKILL"
61,85,"with","O"
61,86,"work","O"
61,87,"colleagues","O"
61,88,"manufacturers","O"
61,89,"suppliers","O"
61,90,"and","O"
61,91,"major","O"
61,92,"customers","O"
61,93,"ensure","O"
61,94,"the","O"
61,95,"sales","B-SKILL"
61,96,"team","O"
61,97,"has","O"
61,98,"full","O"
61,99,"knowledge","O"
61,100,"and","O"
61,101,"understanding","O"
61,102,"of","O"
61,103,"product","B-SKILL"
61,104,"promotional","I-SKILL"
61,105,"and","O"
61,106,"marketing","O"
61,107,"activities","O"
61,108,"communicate","B-SKILL"
61,109,"clearly","O"
61,110,"regularly","O"
61,111,"and","O"
61,112,"promptly","O"
61,113,"with","O"
61,114,"the","O"
61,115,"customer","O"
61,116,"dealer","O"
61,117,"principal","O"
61,118,"sales","B-SKILL"
61,119,"team","O"
61,120,"and","O"
61,121,"work","O"
61,122,"colleagues","O"
61,123,"administer","O"
61,124,"the","O"
61,125,"warranty","O"
61,126,"policy","O"
61,127,"in","O"
61,128,"the","O"
61,129,"best","O"
61,130,"interests","O"
61,131,"of","O"
61,132,"customer","O"
61,133,"dealership","O"
61,134,"and","O"
61,135,"manufacturer","B-SKILL"
61,136,"process","I-SKILL"
61,137,"all","O"
61,138,"warranty","O"
61,139,"claims","B-SKILL"
61,140,"and","O"
61,141,"ensure","O"
61,142,"they","O"
61,143,"are","O"
61,144,"submitted","O"
61,145,"within","O"
61,146,"a","O"
61,147,"set","O"
61,148,"period","O"
61,149,"of","O"
61,150,"time","O"
61,151,"so","O"
61,152,"that","O"
61,153,"no","O"
61,154,"monies","O"
61,155,"are","O"
61,156,"lost","O"
61,157,"by","O"
61,158,"the","O"
61,159,"company","O"
61,160,"be","O"
61,161,"informed","O"
61,162,"about","O"
61,163,"current","O"
61,164,"tender","O"
61,165,"competitions","O"
61,166,"prepare","O"
61,167,"intime","O"
61,168,"tender","O"
61,169,"proposals","O"
61,170,"etc","O"
62,1,"make","O"
62,2,"required","O"
62,3,"maintenance","O"
62,4,"and","O"
62,5,"repair","O"
62,6,"works","O"
62,7,"as","O"
62,8,"necessary","O"
62,9,"and","O"
62,10,"based","O"
62,11,"on","O"
62,12,"error","B-SKILL"
62,13,"codes","I-SKILL"
62,14,"responsible","O"
62,15,"for","O"
62,16,"service","O"
62,17,"and","O"
62,18,"repair","O"
62,19,"of","O"
62,20,"diesel","B-SKILL"
